id,en_title,activity_type,location,difficulty,distance_m,duration_min,summary,keywords,summary_source,hazard_flags,condition_flags,has_hazard,has_condition_info
smgpoi7747706acc561a09d4b1d47d068682dd,01/10 Section cross country track Gsiesertal Valley: Hotel Tyrol – Durnwald,hiking,Gsies/Valle di Casies,2,900.0,4.2,Hiking route in Gsies/Valle di Casies. Rental equipment available.,"hotel tyrol, durnwald, gsiesertal valley",template,,rental,False,True
smgpoi597d72f0f3600f8999dca1b07c3f44e6,"01/11 Section cross country track Gsiesertal Valley: Durnwald – farm ""Untersinnerhof""",hiking,Gsies/Valle di Casies,2,900.0,4.2,Hiking route in Gsies/Valle di Casies. Rental equipment available.,"durnwald, gsiesertal valley, untersinnerhof",template,,rental,False,True
smgpoi780c00d0ccaa09b251389c9d8ad626a0,"01/12 Section cross country track Gsiesertal Valley: farm ""Untersinnerhof"" – Brückenwirt",hiking,Gsies/Valle di Casies,2,900.0,4.2,Hiking route in Gsies/Valle di Casies. Rental equipment available.,"gsiesertal valley, untersinnerhof",template,,rental,False,True
smgpoi9ae8b8999abdfb372e7d5e6d59106a6c,01/1 Section cross country track Gsiesertal Valley: Brückenwirt – farm “Untersinnerhof”,hiking,Welsberg-Taisten/Monguelfo-Tesido,2,900.0,4.2,Hiking route in Welsberg-Taisten/Monguelfo-Tesido. Rental equipment available.,"brückenwirt, gsiesertal valley, untersinnerhof",template,,rental,False,True
smgpoi067b189fe7487c000f37735b27034449,"01/2 Section cross country track Gsiesertal Valley: farm ""Untersinnerhof"" – Binta Pub",hiking,Gsies/Valle di Casies,2,900.0,4.2,Hiking route in Gsies/Valle di Casies. Rental equipment available.,"gsiesertal valley, binta pub, 01/2, section cross country track, untersinnerhof",template,,rental,False,True
smgpoi23b5ef81f13d3307bf9b442f52a3cf61,01/3 Section cross country track Gsiesertal Valley: Binta Pub – Hotel Tyrol,hiking,Gsies/Valle di Casies,2,900.0,4.2,Hiking route in Gsies/Valle di Casies. Rental equipment available.,"binta pub, hotel tyrol, gsiesertal valley, binta pub – hotel tyrol",template,,rental,False,True
smgpoia3b63c34cbdc8e8bd39fb9e70d5a279d,01/4 Section cross country track Gsiesertal Valley: Hotel Tyrol – Steinegge – Kargruben,running,Gsies/Valle di Casies,2,900.0,4.2,Running route in Gsies/Valle di Casies.,"hotel tyrol, 01/4, steinegge – kargruben, gsiesertal valley, steinegge",template,,,False,False
smgpoif44b6c4cd5e5f393be5596c79681bbe8,01/5 Section cross country track Gsiesertal Valley: Kargruben – sports field S. Martino,hiking,Gsies/Valle di Casies,2,900.0,4.2,Hiking route in Gsies/Valle di Casies. Rental equipment available.,"kargruben, sports field s. martino, gsiesertal valley, s. martino",template,,rental,False,True
smgpoi6874fab8b4696c55bd47002f0709f7d4,"01/6 Section cross country track Gsiesertal Valley: sports field S. Martino – bridge ""Weider Brücke""",cycling,Gsies/Valle di Casies,2,900.0,4.2,Cycling route in Gsies/Valle di Casies.,"01/6, sports field, s. martino – bridge, ""weider brücke, gsiesertal valley",template,,,False,False
smgpoi95afeca111c12f379a55e861a3629ae9,"01/7  Section cross country track Gsiesertal Valley: bridge ""Weider Brücke"" – S. Maddalena – head of the valley",hiking,Gsies/Valle di Casies,2,900.0,4.2,Hiking route in Gsies/Valle di Casies. Rental equipment available.,"s. maddalena, ""weider brücke, head, the valley, gsiesertal valley",template,,rental,False,True
smgpoic9db9e89c4737b463912dd13e8c294df,"01/8 Section cross country track Gsiesertal Valley: head oft he valley S. Maddalena – bridge ""Weider Brücke""",hiking,Gsies/Valle di Casies,2,900.0,4.2,Hiking route in Gsies/Valle di Casies. Rental equipment available.,"head, he valley s. maddalena – bridge, ""weider brücke, gsiesertal valley, s. maddalena",template,,rental,False,True
smgpoiffeeaf6013173f1bba82a6c899a3acc2,01/9 Section cross country track Gsiesertal Valley: sports field S. Martino – Preindl – Hotel Tyrol,hiking,Gsies/Valle di Casies,2,900.0,4.2,Hiking route in Gsies/Valle di Casies. Rental equipment available.,"s. martino, 01/9, preindl, hotel tyrol, 01/9 section cross",template,,rental,False,True
smgpoi6714518561a627bb75f44bd6ee80606a,01 Cross Country Ski trail – connection Welsberg – Gsiesertal Valley cross country track,hiking,Welsberg-Taisten/Monguelfo-Tesido,2,900.0,4.2,Hiking route in Welsberg-Taisten/Monguelfo-Tesido. Rental equipment available.,"welsberg, 01 cross country ski trail, connection, gsiesertal valley cross country track, cross country ski",template,,rental,False,True
smgpoicfc57664415ab9f1a99e017d7930da99,01 Cross country stadium Nordic Arena FISI - Albert Sprint,skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,nordic arena fisi - albert sprint,template,,,False,False
smgpoi01cfeff8da586e548327e539276c42f3,01 Cross country stadium track Toblach/Dobbiaco,summer,Toblach/Dobbiaco,2,900.0,4.2,Summer route in Toblach/Dobbiaco.,"toblach/dobbiaco, 01 cross country stadium track",template,,,False,False
smgpoi1c5031ebc6375bdbb721ae4c21d12c17,02 Connection Taisten – Gsiesertal Valley cross country track,hiking,Welsberg-Taisten/Monguelfo-Tesido,2,900.0,4.2,Hiking route in Welsberg-Taisten/Monguelfo-Tesido. Rental equipment available.,gsiesertal valley,template,,rental,False,True
smgpoib66fa66da650717e0964a4e30a716dae,02 Cross country stadium Nordic Arena  FISI - Stephanie,skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,"02 cross country stadium, nordic arena  fisi - stephanie, cross, nordic arena",template,,,False,False
smgpoi98dccbb4d6a1f8cc477d9631a8b703f8,03 Cross country stadium Nordic Arena  FISI - Ole,skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,"03 cross country stadium, nordic arena  fisi - ole, nordic arena",template,,,False,False
smgpoi3194a01a18570dfb666517c3675a7ffb,03 Section cross country track Gsiesertal Valley: circuit Mooswald trail S. Maddalena 3 km,hiking,Gsies/Valle di Casies,2,900.0,4.2,Hiking route in Gsies/Valle di Casies. Rental equipment available.,"mooswald trail, s. maddalena, 3 km, gsiesertal valley, mooswald",template,,rental,False,True
smgpoi71f266d1b52170025f0b47691331ea1c,04 Cross country track Gsiesertal Valley – connection to the 3 Zinnen Dolomites,hiking,Welsberg-Taisten/Monguelfo-Tesido,2,900.0,4.2,Hiking route in Welsberg-Taisten/Monguelfo-Tesido. Rental equipment available.,"gsiesertal valley, the 3 zinnen dolomites, connection",template,,rental,False,True
smgpoi8683d8a950d921aec3e8fecadd8928b8,04 Cross country stadium Nordic Arena  FISI - Nathalie,summer,Toblach/Dobbiaco,2,900.0,4.2,Summer route in Toblach/Dobbiaco.,"04 cross country stadium, nordic arena  fisi - nathalie, nordic arena",template,,,False,False
smgpoib633594e831bee18af6735d3bafa01e1,05 Cross country stadium Nordic Arena FISI - Saskia,skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,"nordic arena fisi - saskia, 05 cross country stadium",template,,,False,False
smgpoif443a24d8eecd6879f8c45e1f740b311,06 Connection lake of Toblach/Dobbiaco variant,skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,"06 connection lake, toblach/dobbiaco variant, 06 connection, toblach, dobbiaco",template,,,False,False
smgpoi4f54d676185c758efb9f8241fe7ff38a_reduced,10K Run,hiking,Prad am Stilfser Joch/Prato allo Stelvio,2,900.0,4.2,Hiking route in Prad am Stilfser Joch/Prato allo Stelvio.,,template,,,False,False
smgpoi0a7428b48777b69eb4c1a615926e5f3c,10 Langenstein/Orso,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio. Rental equipment available.,"10 langenstein/orso, langenstein/orso",template,,rental,False,True
smgpoia414943cd7c03e107e6d73d6668a985b,11 Toblach/Dobbiaco: Gemärk/Cimabanche - Cross country stadium Nordic Arena (variant) - section Cimabanche– War Cemetry closed,hiking,Unknown,2,900.0,4.2,Hiking route in Unknown.,"toblach, gemärk/cimabanche - cross, nordic arena",template,,,False,False
smgpoi743046225cac40fe02eae184237db84f,11B Toblach/Dobbiaco: Round Val Fonda,cycling,Toblach/Dobbiaco,2,900.0,4.2,Cycling route in Toblach/Dobbiaco.,"11b toblach/dobbiaco, round val fonda, 11b, toblach",template,,,False,False
smgpoi078883a95ff002aa246b5b99da5bb9d7,11 Summit Tour,skiing,Rasen-Antholz/Rasun Anterselva,2,900.0,4.2,Skiing route in Rasen-Antholz/Rasun Anterselva.,11 summit tour,template,,,False,False
smgpoi463cb17898d87d08f30ed2c3019b9656_reduced,11 Cross country ski stadium Toblach/Dobbiaco - Lake of Toblach/Dobbiaco (variant),climbing,Toblach/Dobbiaco,2,900.0,4.2,Climbing route in Toblach/Dobbiaco.,"toblach/dobbiaco (variant, cross, toblach/dobbiaco - lake of",template,,,False,False
smgpoib962fcab4368d334e041d5f0da07387d,11 Cross country stadium Toblach/Dobbiaco - Gemärk/Cimabanche (open until the Lake of Landro),skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,"the lake, landro, cross, toblach/dobbiaco - gemärk/cimabanche, the lake of landro",template,,,False,False
smgpoiad3c773e036821e1bb837e8e87befc74_reduced,11 Toblach / Dobbiaco: View of the Three Peaks - Gemärk/Cimabanche (only skating),summer,Prags/Braies,2,900.0,4.2,Summer route in Prags/Braies.,"11 toblach / dobbiaco, view, the three peaks - gemärk/cimabanche, toblach / dobbiaco: view, three",template,,,False,False
smgpoifd6e51282a0154ec3d5a7beef1ab11ed,12a Pendio classico,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio.,"12a pendio classico, 12a, pendio classico",template,,,False,False
smgpoi5bf119c73b1340f4ca69a1510e0f1668,12b Collegamento,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio. Rental equipment available.,"12b collegamento, 12b, collegamento",template,,rental,False,True
smgpoi965e9f987f73c927194e9923e3118922,12 Pulpito/Kanzel,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio. Rental equipment available.,"12 pulpito/kanzel, pulpito/kanzel",template,,rental,False,True
smgpoic841c0bed1ccdd643955065a696eed34,"12 Track, around the village of Toblach/Dobbiaco",skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,"toblach/dobbiaco, 12 track, the village",template,,,False,False
smgpoice711f3b0158ab156c609d8661363a6c,13a Innichen/San Candido chairlift Haunold/Baranci - direction Toblach/Dobbiaco (meadow),hiking,Innichen/San Candido,2,900.0,4.2,Hiking route in Innichen/San Candido. Rental equipment available.,"13a, innichen, toblach/dobbiaco (meadow, innichen/san candido, haunold/baranci",template,,rental,False,True
smgpoief5c31fed67c7deb7fdccecd12180a79,13b Innichen/San Candido Hotel Walter - Toblach / Dobbiaco,skiing,Innichen/San Candido,2,900.0,4.2,Skiing route in Innichen/San Candido.,13b,template,,,False,False
smgpoif2d04f76ea1ebd6c8e3aedd506fba35a,13 San Candido/Innichen chairlift Haunold/Baranci - direction Toblach/Dobbiaco (forest),hiking,Innichen/San Candido,2,900.0,4.2,Hiking route in Innichen/San Candido. Rental equipment available.,"san candido/innichen, haunold/baranci, toblach/dobbiaco",template,,rental,False,True
smgpoi17faaa004cf1379acfb36ca943176ba1,"13 Nordic Arena -  San Candido, lift Haunold (wood)",summer,Toblach/Dobbiaco,2,900.0,4.2,Summer route in Toblach/Dobbiaco.,"haunold, 13 nordic arena -  san candido, wood, nordic arena -, san candido",template,,,False,False
smgpoi3b2c4f2b047d2331964301d7aa1c7671,13 Discesa di Zay,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio. Rental equipment available.,"13 discesa di zay, discesa",template,,rental,False,True
smgpoic04ac23f78350bfcf1cda5b31ee2d98a,14a Des Alpes 2,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio. Rental equipment available.,"14a, des alpes",template,,rental,False,True
smgpoi122fb26fea02abe7981ec3b337f6e47b,14 Des Alpes 1,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio. Rental equipment available.,14 des alpes,template,,rental,False,True
smgpoi569586dd3a8b10f4aaa7df8046154781,14   Ski hiking trai Schluderbach/Carbonin - Plätzwiese/Prato Piazza,hiking,Prags/Braies,2,900.0,4.2,Hiking route in Prags/Braies.,14   ski hiking trai,template,,,False,False
smgpoi3626ad8176d23c0a5997cd3f5b718cec,15 Innichen/San Candido Hotel Brandl - Vierschach/Versciaco,summer,Innichen/San Candido,2,900.0,4.2,Summer route in Innichen/San Candido.,15 innichen,template,,,False,False
smgpoiefd61fc94bfdb00d608f26861a62e117,15 Ortler,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio.,,template,,,False,False
smgpoiffbf32ee7596962f67898b04b5f3a875,16a SEXTEN - Gasthaus Alte Säge - Schmieden,climbing,Sexten/Sesto,2,900.0,4.2,Climbing route in Sexten/Sesto.,"16a, sexten - gasthaus, alte säge - schmieden",template,,,False,False
smgpoi710cb772e28a6d53eeda6495bb501262,16b SEXTEN - Schmieden - Waldheim,hiking,Sexten/Sesto,2,900.0,4.2,Hiking route in Sexten/Sesto.,"16b sexten - schmieden - waldheim, 16b, sexten - schmieden - waldheim",template,,,False,False
smgpoi942c854854bb425958e9dda69287f20b,16 Innichen/San Candido - direction Sexten/Sesto (Restaurant Alte Säge),hiking,Innichen/San Candido,2,900.0,4.2,Hiking route in Innichen/San Candido. Rental equipment available.,"16 innichen, sexten/sesto, restaurant alte säge, innichen/san candido, sexten/sesto (",template,,rental,False,True
smgpoic2fc819a4e293dad44696b571a244767,16 Rosim,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio.,,template,,,False,False
smgpoi5ff6181e4cef3c4e6f87fa8c35008b3d,17a SEXTEN - Waldheim - Mühlenhof,hiking,Sexten/Sesto,2,900.0,4.2,Hiking route in Sexten/Sesto.,"17a sexten, waldheim - mühlenhof, 17a, sexten - waldheim - mühlenhof",template,,,False,False
smgpoi6e83f6e13bd72ef819976c58d86f1509,17b SEXTEN - Mühlenhof - Fischleintal Valley,hiking,Sexten/Sesto,2,900.0,4.2,Hiking route in Sexten/Sesto.,"mühlenhof - fischleintal, 17b",template,,,False,False
smgpoiafcfff9d239d17ce2f54af895baa20d5,18a SEXTEN - Short Circular Trail in the Fischleintal Valley,hiking,Sexten/Sesto,2,900.0,4.2,Hiking route in Sexten/Sesto.,"18a, sexten - short circular trail, the fischleintal valley",template,,,False,False
smgpoi8880543191b6edd01722ea07a32bb32a,18 SEXTEN - Circular Trail in the Fischleintal Valley,hiking,Sexten/Sesto,2,900.0,4.2,Hiking route in Sexten/Sesto.,"the fischleintal valley, 18 sexten - circular trail, sexten - circular trail",template,,,False,False
smgpoi7fef8af6604814ffa25beaee760159b7,19 SEXTEN - Circular Trail in the Lärchenwiese,cycling,Sexten/Sesto,2,900.0,4.2,Cycling route in Sexten/Sesto.,"19 sexten - circular trail, the lärchenwiese, sexten - circular trail, lärchenwiese",template,,,False,False
smgpoi0d37440bb67a7353de9e7102534dd86d,1a Madriccio,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio. Rental equipment available.,"1a madriccio, madriccio",template,,rental,False,True
smgpoie5f1d040122d7b6fc3550e91b183e80f,1b Discesa a valle,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio. Rental equipment available.,"discesa, a valle",template,,rental,False,True
smgpoiddcea9c36e0c1efc0e6f0b83a4826cc9,1c Kanonenrohr,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio. Rental equipment available.,"1c kanonenrohr, kanonenrohr",template,,rental,False,True
smgpoi3a13cf280b56cd840750c4ff1be9b56d,1 Madriccio,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio. Rental equipment available.,"1 madriccio, madriccio",template,,rental,False,True
smgpoi5968129a367155f98aa52175da22fd02,1 Pista Thöni,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio.,1 pista thöni,template,,,False,False
dss_187043,2000,winter,Unknown,4,1989.0,9.0,Winter route in Unknown. Distance: 1989m. Duration: approx. 9 min. Elevation gain: 390m (moderate difficulty).,,template,,,False,False
smgpoi7888b47a9d49baef538f03dfef80f4d0,201 Carezza Trail,hiking,Welschnofen/Nova Levante,2,900.0,4.2,Hiking route in Welschnofen/Nova Levante. Rental equipment available.,201 carezza trail,template,,rental,False,True
smgpoid3a2cd78fcd87d0204e38e8b402abf80,207 Sellaronda MTB TOUR counterclockwise,cycling,Sëlva/Selva di Val Gardena,2,900.0,4.2,Cycling route in Sëlva/Selva di Val Gardena.,"207, sellaronda mtb",template,,,False,False
smgpoi4ad6cef8b343c111c40db228c9beaa5c_reduced,208 Sellaronda MTB TOUR clockwise,cycling,Sëlva/Selva di Val Gardena,2,900.0,4.2,Cycling route in Sëlva/Selva di Val Gardena.,"208 sellaronda mtb tour clockwise, 208, sellaronda mtb",template,,,False,False
smgpoi65ea3ca1d89e1547201c7d96b788ab76,20 SEXTEN - Circular Trail Schönfelder,cycling,Sexten/Sesto,2,900.0,4.2,Cycling route in Sexten/Sesto.,"20 sexten - circular trail schönfelder, sexten - circular trail",template,,,False,False
smgpoi9603e0996b8a2403e1f836bfe74fff8c,211 Paravis Trail,skiing,Sëlva/Selva di Val Gardena,2,900.0,4.2,Skiing route in Sëlva/Selva di Val Gardena.,"211 paravis trail, 211",template,,,False,False
smgpoi85908de81b6d2cb59035fe45498a381c_reduced,213 - Panoramic-Tour Val Gardena - Seiser Alm,hiking,Urtijëi/Ortisei,2,900.0,4.2,Hiking route in Urtijëi/Ortisei.,213,template,,,False,False
smgpoieea2e3fead301a98754be17e57eff2d2,213 Seiser Alm/Val Gardena panoramic tour,hiking,Kastelruth/Castelrotto,2,900.0,4.2,Hiking route in Kastelruth/Castelrotto. Rental equipment available.,"213, seiser alm/val gardena",template,,rental,False,True
smgpoibfa3bc4aee1b9df02bdd8c71fd82af50,21a SEXTEN - Short circular Trail Waldheim (illuminated),hiking,Sexten/Sesto,2,900.0,4.2,Hiking route in Sexten/Sesto.,"21a, sexten - short, trail waldheim",template,,,False,False
smgpoifa1c47b2be0960666cd5f9ae74828586_reduced,21a SEXTEN - Night slope Circuito Waldheim,cycling,Sexten/Sesto,2,900.0,4.2,Cycling route in Sexten/Sesto.,"circuito waldheim, 21a sexten - night slope, 21a",template,,,False,False
smgpoi439f45ce0d7b910dd45bca18afa86c5c_reduced,21b SEXTEN - Circuito Moso,cycling,Sexten/Sesto,2,900.0,4.2,Cycling route in Sexten/Sesto.,"21b sexten - circuito moso, 21b, sexten - circuito moso",template,,,False,False
smgpoif54dd091208511d84f8a922ea05ce2f8,21 SEXTEN - Circular Trail Waldheim,hiking,Sexten/Sesto,2,900.0,4.2,Hiking route in Sexten/Sesto.,"circular, sexten - circular",template,,,False,False
smgpoi4cb4613e43a1f2efe3a7b7d028591ded,223 Clockwise Val Duron tour,cycling,Sëlva/Selva di Val Gardena,2,900.0,4.2,Cycling route in Sëlva/Selva di Val Gardena.,"223 clockwise val duron tour, 223, clockwise val duron",template,,,False,False
smgpoi5721a13b16748733bba356c59b728f04,249 Hofer Alpl loop route,skiing,Völs am Schlern/Fiè allo Sciliar,2,900.0,4.2,Skiing route in Völs am Schlern/Fiè allo Sciliar.,"249 hofer alpl loop route, 249, hofer alpl",template,,,False,False
smgpoi78e3fd5425aed454defe139567ded23c,253 Seiser Alm Hut Tour,hiking,Kastelruth/Castelrotto,2,900.0,4.2,Hiking route in Kastelruth/Castelrotto. Rental equipment available.,"253 seiser alm hut tour, 253, seiser alm hut",template,,rental,False,True
smgpoiecf83b1a36b84e339045b4466af3f817,254 Tierser Alpl refuge access road,running,Kastelruth/Castelrotto,2,900.0,4.2,Running route in Kastelruth/Castelrotto.,"254 tierser alpl refuge access road, 254",template,,,False,False
smgpoi127f3e4163c9cbe36e7cb068c88cebb3,255 Schnaggenkreuz Cross loop route,skiing,Völs am Schlern/Fiè allo Sciliar,2,900.0,4.2,Skiing route in Völs am Schlern/Fiè allo Sciliar.,"255 schnaggenkreuz cross loop route, 255, schnaggenkreuz cross",template,,,False,False
smgpoife90a050fcbe6d2472c6455e071b79d9,256 Schnaggenkreuz with Tschafon variant,skiing,Völs am Schlern/Fiè allo Sciliar,2,900.0,4.2,Skiing route in Völs am Schlern/Fiè allo Sciliar.,"256 schnaggenkreuz, tschafon, 256",template,,,False,False
smgpoi36aae2c6c0e21db2aa6613a3d9bd6bd4,258 Eisacktal I link trail,hiking,Völs am Schlern/Fiè allo Sciliar,2,900.0,4.2,Hiking route in Völs am Schlern/Fiè allo Sciliar.,"trail, 258",template,,,False,False
smgpoi9105003845a85526c6d2b273f9d2a44c,259 St. Oswald-Tour,cycling,Kastelruth/Castelrotto,2,900.0,4.2,Cycling route in Kastelruth/Castelrotto.,"259 st. oswald-tour, 259, st. oswald-tour",template,,,False,False
smgpoi8e2512af4d751829b301fdb99975a181,25 A Niederdorf/Villabassa - Marathon / Grabach-Dobbiaco/Toblach,skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,,template,,,False,False
smgpoi4e916175f9dd10fe7f18ed7fd19b614d,25 Cross country ski stadium Toblach/Dobbiaco - Skilift Rienz (connection Niederdorf/Villabassa),skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,"connection niederdorf/villabassa, toblach/dobbiaco - skilift rienz, niederdorf/villabassa",template,,,False,False
smgpoif94c139ac013b2dda279fa5233af755e,25 Niederdorf/Villabassa - Marathon /border Toblach/Dobbiaco until border Prags/Braies,skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,"25 niederdorf/villabassa - marathon, toblach/dobbiaco, border prags/braies, dobbiaco, prags/braies",template,,,False,False
smgpoi50900192a30d473ab50a3f33777d968c,25 Niederdorf/Villabassa - Marathon / Prags/Braies to Nordic Arena,skiing,Niederdorf/Villabassa,2,900.0,4.2,Skiing route in Niederdorf/Villabassa.,"nordic arena, 25 niederdorf/villabassa - marathon, prags/braies",template,,,False,False
smgpoi56dcd8121f896292e7b599c4893339dc,"25 Nordic Arena -  Villabassa, statione",skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,"25 nordic arena -  villabassa, statione, nordic arena -, villabassa",template,,,False,False
smgpoi56b4a66ad4ce0b892f7c1817f7b9d65b,260 Tagusens loop route,cycling,Kastelruth/Castelrotto,2,900.0,4.2,Cycling route in Kastelruth/Castelrotto.,"260 tagusens loop route, 260, tagusens",template,,,False,False
smgpoicd46a5395a86af5e1a9a4dea8f387556,261 Marinzen Tour,climbing,Kastelruth/Castelrotto,2,900.0,4.2,Climbing route in Kastelruth/Castelrotto.,"261 marinzen tour, 261",template,,,False,False
smgpoic987c9bd57a5ef2105b2f6ceb8e1bad7_reduced,"26 B Villabassa - Cross country ""Sun"" from Niederdorf/Villabassa to Rainerhof",family,Niederdorf/Villabassa,2,900.0,4.2,Family route in Niederdorf/Villabassa.,"26 b villabassa - cross country, ""sun, niederdorf/villabassa, to rainerhof, villabassa - cross",template,,family,False,True
smgpoidfab63c820db6eb982426e82fc2f6d61,26B Sun track Toblach/Dobbiaco - Niederdorf/Villabassa,cycling,Toblach/Dobbiaco,2,900.0,4.2,Cycling route in Toblach/Dobbiaco.,"26b, toblach",template,,,False,False
smgpoi16c9cb26822c10d9eeeb96c37e7bfde8,26 C Villabassa/Niederdorf - Cross country Hirbenfeld,skiing,Niederdorf/Villabassa,2,900.0,4.2,Skiing route in Niederdorf/Villabassa.,"hirbenfeld, villabassa/niederdorf - cross",template,,,False,False
smgpoidc30d2f1e6fcac64e0ce54409d509993,26 Sun tack Toblach/Dobbiaco - Aufkirchen/Santa Maria,cycling,Toblach/Dobbiaco,2,900.0,4.2,Cycling route in Toblach/Dobbiaco.,"26 sun, toblach",template,,,False,False
smgpoi1b66acc3ebe4b20e111d02ac25370629,27 A Villabassa - Cross-country Olympia,skiing,Niederdorf/Villabassa,2,900.0,4.2,Skiing route in Niederdorf/Villabassa.,"27 a villabassa - cross-country olympia, villabassa - cross, olympia",template,,,False,False
smgpoi3381cca553a3acbfeb36d6ff02ac2ab3,27 B Villabassa - Pian di Maia / Maistatt Cross-country,skiing,Niederdorf/Villabassa,2,900.0,4.2,Skiing route in Niederdorf/Villabassa.,villabassa - pian di,template,,,False,False
smgpoi51f173bfebdf006e9d828323802cf435,282 Duron Valley counter-clockwise,hiking,Kastelruth/Castelrotto,2,900.0,4.2,Hiking route in Kastelruth/Castelrotto. Rental equipment available.,"282 duron valley counter, clockwise, 282, duron valley",template,,rental,False,True
smgpoi345f5c5f21873feb9945a9212f088cf2,283 Puflatsch loop route,climbing,Kastelruth/Castelrotto,2,900.0,4.2,Climbing route in Kastelruth/Castelrotto.,"283 puflatsch loop route, 283, puflatsch",template,,,False,False
smgpoia63b8d548b707d05e42edae183874585,284 Spitzbühl loop route,cycling,Kastelruth/Castelrotto,2,900.0,4.2,Cycling route in Kastelruth/Castelrotto.,"284 spitzbühl loop route, 284",template,,,False,False
smgpoi06fea2f0b547a302fb15014bc5742358,285 Tagusens Tour with Moosbühel variant,hiking,Kastelruth/Castelrotto,2,900.0,4.2,Hiking route in Kastelruth/Castelrotto.,"285 tagusens tour, moosbühel variant, 285, tagusens tour, moosbühel",template,,,False,False
smgpoi4c4a74469ea1c37fb5f383f1c98c1175,286 La Buja Variant,family,S.Crestina Gherdëina/Santa Cristina Val Gardana,2,900.0,4.2,Family route in S.Crestina Gherdëina/Santa Cristina Val Gardana.,"286 la buja variant, 286",template,,family,False,True
smgpoi07ac85f108e1ea712e810776c99ae5f5,287 Seiser Alm Hut Tour with Rosszähne variant,cycling,Kastelruth/Castelrotto,2,900.0,4.2,Cycling route in Kastelruth/Castelrotto.,"287 seiser alm hut tour, rosszähne variant, 287, seiser alm hut tour, rosszähne",template,,,False,False
smgpoi94e30eb6d650ea193a1b0893d601fd22,288 Eisacktal Valley II link trail,hiking,Kastelruth/Castelrotto,2,900.0,4.2,Hiking route in Kastelruth/Castelrotto.,"288 eisacktal valley ii link trail, 288",template,,,False,False
smgpoi317796b8fab049b23e715cf80f1dce1d,289 Niger Pass link trail,cycling,Tiers am Rosengarten/Tires al Catinaccio,2,900.0,4.2,Cycling route in Tiers am Rosengarten/Tires al Catinaccio.,"289 niger pass link trail, 289",template,,,False,False
smgpoi7bb1e3430a85731588b0426d662f1bb5,290 Seis am Schlern - Compatsch link trail,hiking,Kastelruth/Castelrotto,2,900.0,4.2,Hiking route in Kastelruth/Castelrotto. Rental equipment available.,"290 seis, schlern - compatsch link trail, 290, seis am schlern - compatsch",template,,rental,False,True
smgpoi14d1557af5bb48b26988eaaa080dcaeb,291 Völser Aicha - Tiers link trail,hiking,Völs am Schlern/Fiè allo Sciliar,2,900.0,4.2,Hiking route in Völs am Schlern/Fiè allo Sciliar.,"291 völser aicha - tiers link trail, 291, aicha - tiers",template,,,False,False
smgpoif40d83b77f0d3e4fe60ba6092c542f3d,292 Völs am Schlern - Seis am Schlern link trail,family,Völs am Schlern/Fiè allo Sciliar,2,900.0,4.2,Family route in Völs am Schlern/Fiè allo Sciliar.,"292 völs, schlern - seis, schlern link trail, 292, völs am schlern - seis",template,,family,False,True
