id,en_title,activity_type,location,difficulty,distance_m,duration_min,summary,keywords,summary_source,hazard_flags,condition_flags,has_hazard,has_condition_info
smgpoi27854229879d8d36c7d5f977809e4326,Doninz,hiking,Badia,2,900.0,4.2,Hiking route in Badia.,,template,,,False,False
dss_215717,Doninz,winter,Badia,2,290.0,4.2,Winter route in Badia. Distance: 290m. Elevation gain: 44m (easy difficulty).,,template,,,False,False
dss_334,Doninz,winter,Badia,2,231.0,3.0,Winter route in Badia. Distance: 231m. Duration: approx. 3 min. Elevation gain: 44m (easy difficulty).,,template,,,False,False
smgpoie2f5fd04065c4a05bea9053ffbf204f3,Doninz,running,Badia,2,900.0,4.2,Running route in Badia.,,template,,,False,False
smgpoi496f4d4c4bdb20556578795ae29ba9ad,Doninz - Colz,hiking,Badia,2,900.0,4.2,Hiking route in Badia.,doninz - colz,template,,,False,False
dss_215709,Doninz - Colz,winter,Badia,2,160.0,1.7999999999999998,Winter route in Badia. Distance: 160m. Duration: approx. 1 min. Elevation gain: 23m (easy difficulty).,doninz - colz,template,,,False,False
smgpoi16e4208993e3b597de62e5c389b65d33,Villages Round Trip Natz-Schabs,skiing,Natz-Schabs/Naz-Sciaves,2,900.0,4.2,Skiing route in Natz-Schabs/Naz-Sciaves.,villages round trip natz-schabs,template,,,False,False
smgpoi78d87b0fe66a7e73d7dca2bdc446c526_reduced,Tour of the villages Schnauders-Garn-Verdings,hiking,Feldthurns/Velturno,2,900.0,4.2,Hiking route in Feldthurns/Velturno.,"schnauders-garn-verdings, tour, the villages",template,,,False,False
smgpoif9efc433224ca086933461e2d2920220_reduced,Circular trail around the village,skiing,Rodeneck/Rodengo,2,900.0,4.2,Skiing route in Rodeneck/Rodengo.,"circular trail, the village",template,,,False,False
smgpoiaa099a5ebdd60e44076573287b6b468a,Guided tour of the village center with visit to the Archeoparc,cycling,Villanders/Villandro,2,900.0,4.2,Cycling route in Villanders/Villandro.,"guided tour, the village center, visit, the archeoparc, archeoparc",template,,,False,False
smgpoibe5d42c0ae90de6f7cd14db431f61346,Village lift Kastelruth,hiking,Kastelruth/Castelrotto,2,900.0,4.2,Hiking route in Kastelruth/Castelrotto.,"kastelruth, village",template,,,False,False
dss_1666183434,Village lift Kastelruth,winter,Kastelruth/Castelrotto,2,480.0,3.6,Winter route in Kastelruth/Castelrotto. Distance: 480m. Duration: approx. 3 min. Elevation gain: 62m (easy difficulty).,"kastelruth, village",template,,,False,False
smgpoi01532e0f35130ee26a63847fc43823d8,Village lift Kastelruth,running,Kastelruth/Castelrotto,2,900.0,4.2,Running route in Kastelruth/Castelrotto.,"kastelruth, village",template,,,False,False
dss_1666183931,Village lift Kastelruth,winter,Kastelruth/Castelrotto,2,500.0,2.4,Winter route in Kastelruth/Castelrotto. Distance: 500m. Duration: approx. 2 min. Elevation gain: 62m (easy difficulty).,"kastelruth, village",template,,,False,False
smgpoicf9ba232c3eea66577c1fadc7d8adab7_reduced,Circuit Klobenstein - Lengmoos,skiing,Ritten/Renon,2,900.0,4.2,Skiing route in Ritten/Renon.,circuit klobenstein - lengmoos,template,,,False,False
smgpoi40a4c9071317de8b470217dd3e65515c,Circular Path Rasen,skiing,Rasen-Antholz/Rasun Anterselva,2,900.0,4.2,Skiing route in Rasen-Antholz/Rasun Anterselva.,circular path rasen,template,,,False,False
smgpoia129453dcbea6c7adeaf9313192ac02d,The village tour of Selva di Val Gardena,skiing,Sëlva/Selva di Val Gardena,2,900.0,4.2,Skiing route in Sëlva/Selva di Val Gardena.,"selva di val gardena, the village tour",template,,,False,False
smgpoi92e369279c97c4f79a64e4ab41f7717f,Village Circular Route Aica,skiing,Natz-Schabs/Naz-Sciaves,2,900.0,4.2,Skiing route in Natz-Schabs/Naz-Sciaves.,village circular route aica,template,,,False,False
smgpoi61c7ecabfad5561b36651d5e10e8938c,Village circular trail Luttach/Lutago,hiking,Ahrntal/Valle Aurina,2,900.0,4.2,Hiking route in Ahrntal/Valle Aurina.,"luttach/lutago, village circular trail",template,,,False,False
smgpoi7f6f8f97b2763123f8838d300d95bc42,Village circular trail Steinhaus/Cadipietra,climbing,Ahrntal/Valle Aurina,2,900.0,4.2,Climbing route in Ahrntal/Valle Aurina.,"steinhaus/cadipietra, village circular trail",template,,,False,False
smgpoi2102c7588734b8bb3e4d6c06521a8082,Village circular trail St. Johann/S. Giovanni,summer,Ahrntal/Valle Aurina,2,900.0,4.2,Summer route in Ahrntal/Valle Aurina.,st. johann/s. giovanni,template,,,False,False
smgpoi7da77e2c47fba03d550b74634849d999,Altrei round,skiing,Altrei/Anterivo,2,900.0,4.2,Skiing route in Altrei/Anterivo.,altrei round,template,,,False,False
smgpoife53133d9a6c7eb8a31cd3ef0dacf388,Around Trodena/Trodena,skiing,Truden/Trodena,2,900.0,4.2,Skiing route in Truden/Trodena.,trodena/trodena,template,,,False,False
dss_183121,Doris,winter,Innichen/San Candido,2,900.0,3.6,Winter route in Innichen/San Candido. Duration: approx. 3 min. Elevation gain: 173m (easy difficulty).,,template,,,False,False
smgpoi0ea944ece6f44fa3834a2984a73bcd6c,Doris,hiking,Innichen/San Candido,2,900.0,4.2,Hiking route in Innichen/San Candido.,,template,,,False,False
dss_546,Doris,winter,Innichen/San Candido,2,776.0,4.8,Winter route in Innichen/San Candido. Distance: 776m. Duration: approx. 4 min. Elevation gain: 172m (easy difficulty).,,template,,,False,False
smgpoi1478a9c029e5488faa1f50afb64496c2,Doris,running,Innichen/San Candido,2,900.0,4.2,Running route in Innichen/San Candido.,,template,,,False,False
smgpoiea38d74889790249630e18e96d4bc94b,Doris II,hiking,Innichen/San Candido,2,900.0,4.2,Hiking route in Innichen/San Candido.,,template,,,False,False
dss_71823329,Doris II,winter,Innichen/San Candido,2,900.0,6.0,Winter route in Innichen/San Candido. Duration: approx. 6 min. Elevation gain: 173m (easy difficulty).,,template,,,False,False
dss_574,Doss dei Laresi-Cermis,winter,Altrei/Anterivo,2,2296.0,9.0,Winter route in Altrei/Anterivo. Distance: 2296m. Duration: approx. 9 min. Elevation gain: 736m (easy difficulty).,"doss dei laresi-cermis, doss, laresi-cermis",template,,,False,False
smgpoi3e9990a84de3b3ce9005e140e27576c6,Double Selftimer Hexe,hiking,Kastelruth/Castelrotto,2,900.0,4.2,Hiking route in Kastelruth/Castelrotto.,double selftimer hexe,template,,,False,False
smgpoi728ebe5e8e80c29c77b1e2ce75429eab_reduced,Dragon Trail,cycling,Bruneck/Brunico,2,900.0,4.2,Cycling route in Bruneck/Brunico.,dragon trail,template,,,False,False
smgpoi8de45d674be4b89235e8e0f570ba0294,Dragon Trail,hiking,Al Plan/San Vigilio,2,900.0,4.2,Hiking route in Al Plan/San Vigilio.,dragon trail,template,,,False,False
smgpoibad236da5b6a4227b60a08c671c66991,Drava Cycle Path (Drau-Radweg): Innichen/San Candido - Lienz (AUT),climbing,Innichen/San Candido,2,900.0,4.2,Climbing route in Innichen/San Candido.,"drava cycle path, drau-radweg, innichen/san candido - lienz, aut",template,,,False,False
smgpoib37a49c5b8d284e2cfa4e024a34f58da,Three-mountain-huts Circular Hike,skiing,Hafling/Avelengo,2,900.0,4.2,Skiing route in Hafling/Avelengo.,"three-mountain-huts circular hike, three, circular",template,,,False,False
smgpoi81a06e6c797b96f133be34411acf3116_reduced,Drei Almen Tour,hiking,Graun im Vinschgau/Curon Venosta,2,900.0,4.2,Hiking route in Graun im Vinschgau/Curon Venosta.,drei almen tour,template,,,False,False
smgpoi43cccdabe1c093c42297de617e89cc4a,Three-mountain hut hike at Nörderberg mountain,family,Unknown,2,900.0,4.2,Family route in Unknown.,"three-mountain hut hike, nörderberg mountain, three, nörderberg",template,,family,False,True
smgpoi9fcde461c30daa1d8814cf20cf110430,Three-pasture-trail,skiing,Brenner/Brennero,2,900.0,4.2,Skiing route in Brenner/Brennero.,"three-pasture-trail, three",template,,,False,False
smgpoi72bed9252c87753c77244aceded96682_reduced,Round trail three villages (Latzfons - Garn - Verdings),family,Feldthurns/Velturno,2,900.0,4.2,Family route in Feldthurns/Velturno.,"round trail, three villages, latzfons - garn - verdings, three",template,,family,False,True
smgpoi5037d134fc279a202cb1d01e9a481a6b,Dreieckspitze / Triangolo di Riva (3031 m),cycling,Sand in Taufers/Campo Tures,2,900.0,4.2,Cycling route in Sand in Taufers/Campo Tures.,"dreieckspitze / triangolo di riva, 3031",template,,,False,False
smgpoie78cd947600a7fe5eb9813c877bf29ef,Three Summits Tour on the Plose above Bressanone/Brixen,cycling,Brixen/Bressanone,2,900.0,4.2,Cycling route in Brixen/Bressanone.,"three summits tour, the plose, bressanone/brixen, three",template,,,False,False
smgpoi7a793e704d43f9e2627a76d0bc93b55a_reduced,3 country landmark,hiking,Unknown,2,900.0,4.2,Hiking route in Unknown.,3 country landmark,template,,,False,False
smgpoi407a7bc3f01033b426fbb36c8ca8dd3c,Three country Tour Ofenpass,running,Mals/Malles,2,900.0,4.2,Running route in Mals/Malles.,"three country, tour ofenpass, three",template,,,False,False
smgpoi6d11a0bd6727ba28875c1e29125312c0,Dreimandler,hiking,Unknown,2,900.0,4.2,Hiking route in Unknown. Rental equipment available.,dreimandler,template,,rental,False,True
smgpoi74db1a70da305eba6ef67d8965fe1de6_reduced,Three lakes trail,family,Kaltern an der Weinstraße/Caldaro sulla Strada del Vino,2,900.0,4.2,Family route in Kaltern an der Weinstraße/Caldaro sulla Strada del Vino.,"three lakes trail, three",template,,family,False,True
dss_212527,Tre Cime,winter,Sexten/Sesto,4,2415.0,10.8,Winter route in Sexten/Sesto. Distance: 2415m. Duration: approx. 10 min. Elevation gain: 655m (moderate difficulty).,,template,,,False,False
smgpoi099e3b751eabbd3348ec5bd4df286308,Tre Cime,hiking,Sexten/Sesto,2,900.0,4.2,Hiking route in Sexten/Sesto.,,template,,,False,False
dss_212526,Tre Cime,winter,Sexten/Sesto,2,2032.0,8.4,Winter route in Sexten/Sesto. Distance: 2032m. Duration: approx. 8 min. Elevation gain: 654m (easy difficulty).,,template,,,False,False
smgpoi90b6ef392b2444f1bdca86f458c093a5,Tre Cime,running,Sexten/Sesto,2,900.0,4.2,Running route in Sexten/Sesto.,,template,,,False,False
smgpoi6bbca2d26b60d62c20b7da776f18c0a3_reduced,Dschibuti trail,hiking,Kaltern an der Weinstraße/Caldaro sulla Strada del Vino,2,900.0,4.2,Hiking route in Kaltern an der Weinstraße/Caldaro sulla Strada del Vino.,dschibuti trail,template,,,False,False
smgpoiski6c7d174390d44d0abc1c9105f8c37c5e,Plose ski area,winter,Unknown,2,0.0,0.0,"From the bishop's bishop's seat of Brixen with its medieval alleyways, it’s less than ten minutes to the Plose ski area, which stretches over two of the three peaks of the Plose mountain area. Once you’ve arrived at an altitude of over 2,000 m above sea level, a magnificent panorama opens up in all directions.","you, plose, brixen, less than ten minutes, south tyrol",description,snow,"scenic, family",True,True
smgpoiskib0d17a56116d45ee9cc6eddb9d4ad466,Gitschberg - Jochtal ski area,winter,Unknown,2,0.0,0.0,"The Gitschberg-Jochtal skiing and Alpine pasture region welcomes guests where the Pustertal valley meets the Eisacktal valley. The lifts connect Mühlbach/Rio di Pusteria in the valley with the villages of Maranza/Meransen and Valles/Vals, both of which are situated at about 1,400 m above sea level.","alpine, mühlbach/rio di pusteria, maranza/meransen, valles, the fane al",description,,"scenic, family",False,True
smgpoiski8660fa0aaef54865a7109bab46ae6c23,Kronplatz ski area,winter,Unknown,2,0.0,0.0,"The Kronplatz mountain is especially popular with demanding skiers and snowboarders. While the young practice new tricks in the two snow parks, the brave plunge down the notorious ""Silvester"" or ""Hernegg"" black slopes to Riscone/Reischach, where the après-ski bars fill up in the evenings.","skiers, riscone/reischach, guests, hochpustertal, the kronplatz mountain",description,snow,"scenic, family",True,True
smgpoiski04ebe61f5aa0473f871af0297887d6c2,Alta Badia ski area,winter,Unknown,2,0.0,0.0,"Alta Badia delights gourmets with events themed around ""A taste for Skiing"", while cosy mountain huts offer refined regional dishes. Naturally, the skiing conditions at South Tyrol's most tradition-rich ski area are also first-class.","alta badia, la villa, more than half, the ""peace tour, sass pordoi",description,snow,,True,False
smgpoiski2c99cea3df2f458fb75e45ca39222e9d,Val Gardena - Alpe di Siusi ski area,winter,Unknown,2,0.0,0.0,"From the valley floor below, the jagged peaks of the Sella massif, the towers of the Sassolungo and Fermeda peaks and the Odle mountains all seem within easy reach. With 175 km of slopes, Val Gardena is not only the largest but also one of the most famous ski areas in South Tyrol.","val gardena, 175 km, slopes, south tyrol, the ski world championships",description,,scenic,False,True
smgpoiskiffc3b47c3cea4426ae850e333efe79ce,Alpe di Siusi - Val Gardena ski area,winter,Unknown,2,0.0,0.0,The Seiser Alm high plateau is a cosy place and the wide slopes are ideal for families and beginners. You can hike over the rolling hills of this vast Alpine pasture and listen to the crunch of snow beneath your feet.,"alpine, the, the schlern nature park, those, italy",description,snow,family,True,True
smgpoiski34acbd6ae92f40eb9187c3785f942de3,Carezza Dolomites ski area,winter,Unknown,2,0.0,0.0,The Carezza Dolomites ski area is one of the most traditional in the Alpine region. The first ski resort was opened back in 1950 at the foot of the Rosengarten massif.,"the rosengarten, bolzano/bozen, about 20 minutes, south tyrol, rosengarten",description,snow,family,True,True
smgpoiski04a713e6479a4be4bd158019a6da546c,3 Zinnen Dolomiten ski area,winter,Unknown,2,0.0,0.0,"Around the most famous rock towers in the UNESCO World Heritage Dolomites, the Three Peaks, and near the Austrian border, modern cable cars and lifts lead to over 100 kilometres of diversity-rich slopes. The &#34;Giro delle Cime”, a sporty round trip to the ski mountains Helm, Stiergarten, Rotwand, Kreuzberg and the Val Comelico ski area (Belluno province), offers the best views of the jagged peaks.","the, over 100 kilometres, rotwand, kreuzberg, belluno province",description,snow,"groomed, family",True,True
smgpoiskic57da31f859141a1802e86b410febd70,Obereggen ski area,winter,Unknown,2,0.0,0.0,"In wintertime, the Latemar Dolomites massif (Latemar translates in English to “Sea of Milk”) is transformed into a paradise for winter sports enthusiasts. Several times in the past, the Obereggen ski area was named one of the best ski resorts in the Alps, above all because of its perfectly groomed slopes, the cosy huts with regional specialities and the snow parks, which inspire both snowboarders and freestylers alike.","latemar, english, children, the ""yeti kinderpark, you",description,snow,"groomed, family",True,True
dss_226,Duca D'Aosta/Pomedes,winter,Unknown,2,657.0,6.0,open from 19/02 to 28/02,19/02 to,description,closed,,True,False
dss_187045,Duel,winter,Unknown,4,1638.0,6.6,Winter route in Unknown. Distance: 1638m. Duration: approx. 6 min. Elevation gain: 390m (moderate difficulty).,,template,,,False,False
smgpoi3b59af65b1883d7a82bb174261571e9a,Mount Dura,cycling,Rasen-Antholz/Rasun Anterselva,2,900.0,4.2,Cycling route in Rasen-Antholz/Rasun Anterselva.,mount dura,template,,,False,False
smgpoie3f5f472fb6eee3e765a8b52da0a04a9,Hike to Nova Ponente/Deutschnofen,skiing,Laives/Leifers,2,900.0,4.2,Skiing route in Laives/Leifers.,"nova ponente/deutschnofen, hike",template,,,False,False
smgpoi4e8d2d855b90b3cfbe5bdfb82020713b,Through the Spring Valley,skiing,Kaltern an der Weinstraße/Caldaro sulla Strada del Vino,2,900.0,4.2,Skiing route in Kaltern an der Weinstraße/Caldaro sulla Strada del Vino.,the spring valley,template,,,False,False
smgpoi9cd697efbc30edf2961d2b3380783adc_reduced,A walk through the farms of Mölten,hiking,Mölten/Meltina,2,900.0,4.2,Hiking route in Mölten/Meltina.,"mölten, a walk, the farms",template,,,False,False
smgpoib4676de2f5875a68bd9713296cc9ae9a_reduced,Through vineyards from Kurtatsch to Tramin,family,Kurtatsch an der Weinstraße/Cortaccia sulla Strada del Vino,2,900.0,4.2,Family route in Kurtatsch an der Weinstraße/Cortaccia sulla Strada del Vino.,"kurtatsch, vineyards, tramin",template,,family,False,True
smgpoi64458e56dae94c7ab652d1e9dca5d289,Round Trip to the Sommersürs biotope in Natz,skiing,Natz-Schabs/Naz-Sciaves,2,900.0,4.2,Skiing route in Natz-Schabs/Naz-Sciaves.,"natz, round trip, the sommersürs biotope",template,,,False,False
smgpoi2f661c83160d93041e6c0a5c8489cc68,Dureck (K2),hiking,Ahrntal/Valle Aurina,2,900.0,4.2,Hiking route in Ahrntal/Valle Aurina. Rental equipment available.,dureck,template,,rental,False,True
smgpoi08e092f6def3ed5d7d206ded0f654580_reduced,Circular hiking trail from Neumarkt/Egna via Laag/Laghetti to Buchholz/Pochi,hiking,Neumarkt/Egna,2,900.0,4.2,Hiking route in Neumarkt/Egna.,"neumarkt/egna, laag/laghetti, buchholz/pochi, circular hiking trail",template,,,False,False
smgpoi71028b90b87fc7a3693474720d20a25d_reduced,Valdurna – Großalmtal – Fortschellscharte,hiking,Sarntal/Sarentino,2,900.0,4.2,Hiking route in Sarntal/Sarentino.,– großalmtal,template,,,False,False
smgpoidccb903144b5a7d691f98d489feedaf3,Easy Boardercross Pampeago,hiking,Unknown,2,900.0,4.2,Hiking route in Unknown.,easy boardercross pampeago,template,,,False,False
smgpoi9f4dbc0cc0d7e8115e636fa3829fc182,Easy Malettes Tour,climbing,Mals/Malles,2,900.0,4.2,Climbing route in Mals/Malles.,easy malettes tour,template,,,False,False
smgpoi0e3a6700063c54f3aed240fe03ae438e_reduced,Easy Panorama Trail,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio.,easy panorama trail,template,,,False,False
smgpoib8a2e02bf6dc7a1084d666d69ff384d3_reduced,Easy Stelvio Trail,hiking,Stilfs/Stelvio,2,900.0,4.2,Hiking route in Stilfs/Stelvio.,easy stelvio trail,template,,,False,False
smgpoi64b4227120bf4422a7b11509d125cc92,Eben,running,Deutschnofen/Nova Ponente,2,900.0,4.2,Running route in Deutschnofen/Nova Ponente.,,template,,,False,False
dss_620,Eben,winter,Deutschnofen/Nova Ponente,2,203.0,3.0,Winter route in Deutschnofen/Nova Ponente. Distance: 203m. Duration: approx. 3 min. Elevation gain: 105m (easy difficulty).,,template,,,False,False
smgpoi8179d591f648485c43206d964665564a_reduced,Ebenes Jöchl,hiking,Martell/Martello,2,900.0,4.2,Hiking route in Martell/Martello.,ebenes jöchl,template,,,False,False
smgpoi351c8c00ec4054965d545c70a87d0993,E-Bike Tour Albeins-Nafen-St. Peter-Ranui,hiking,Brixen/Bressanone,2,900.0,4.2,Hiking route in Brixen/Bressanone. Rental equipment available.,"e-bike tour albeins, nafen-st. peter-ranui",template,,rental,False,True
smgpoi99a58645a4bfb7db3b6d406d1d60aded,E-Bike tour Ratsberg/Monte Rota,cycling,Toblach/Dobbiaco,2,900.0,4.2,Cycling route in Toblach/Dobbiaco.,"e-bike tour ratsberg/monte rota, e-bike, ratsberg/monte rota",template,,,False,False
smgpoic90575980d4e9c4e2c29553e8af8f443,E-Bike tour Silvestertal/Valle San Silvestro valley,cycling,Toblach/Dobbiaco,2,900.0,4.2,Cycling route in Toblach/Dobbiaco.,"e-bike, silvestertal/valle san silvestro",template,,,False,False
smgpoi648120f0938ed8adbe492bc709d499da,E-Bike tour Toblach/Dobbiaco - Aufkirchen/Santa Maria  - Neunhäusern/Nove Case,cycling,Toblach/Dobbiaco,2,900.0,4.2,Cycling route in Toblach/Dobbiaco.,"santa maria, e-bike, toblach/dobbiaco - aufkirchen/",template,,,False,False
smgpoi6ded49b0bfe0c0a61a447cc20899df79,E-Bike tour Toblach/Dobbiaco - Cortina,skiing,Toblach/Dobbiaco,2,900.0,4.2,Skiing route in Toblach/Dobbiaco.,"toblach/dobbiaco - cortina, e-bike tour, e-bike",template,,,False,False
smgpoif7e47cb0a196c2ade7d72631b013981b_reduced,Edith Stein Weg,hiking,Eppan an der Weinstaße/Appiano sulla Strada del Vino,2,900.0,4.2,Hiking route in Eppan an der Weinstaße/Appiano sulla Strada del Vino.,edith stein weg,template,,,False,False
smgpoi730c07a198fa11b80ddd75c8bae11e97,Mountain Cinema in the Eggental - Furner Oach,cycling,Karneid/Cornedo all'Isarco,2,900.0,4.2,Cycling route in Karneid/Cornedo all'Isarco.,"mountain cinema, the eggental - furner oach",template,,,False,False
smgpoicce24d8f174b142b9013c10de23f80fe,Mountain Cinema - Laab Alm Hut,skiing,Deutschnofen/Nova Ponente,2,900.0,4.2,Skiing route in Deutschnofen/Nova Ponente.,mountain cinema - laab alm hut,template,,,False,False
smgpoiaa7d2e57edb0bb0e39e901e700ec0a44,Mountain Cinema - Latemarwiesen,skiing,Unknown,2,900.0,4.2,Skiing route in Unknown.,mountain cinema - latemarwiesen,template,,,False,False
smgpoie3f1afeaffc505313f6a114ad68cd37c_reduced,Mountain Cinema in the Eggental - Steineggerhof,hiking,Karneid/Cornedo all'Isarco,2,900.0,4.2,Hiking route in Karneid/Cornedo all'Isarco.,"mountain cinema, the eggental - steineggerhof",template,,,False,False
smgpoi39ec828ec9b39928504730c3955b225a,Mountain cinema - Waltherplatz | Piazza Walther,skiing,Welschnofen/Nova Levante,2,900.0,4.2,Skiing route in Welschnofen/Nova Levante.,,template,,,False,False
smgpoi28804cf99975d1e3dccfb1c2619ac03a_reduced,Giro Montecosta (061),hiking,Niederdorf/Villabassa,2,900.0,4.2,Hiking route in Niederdorf/Villabassa. Rental equipment available.,"giro montecosta, 061",template,,rental,False,True
smgpoi29ddcfcffd4db8d85eb856e8ec42ff24,Eggespitz,summer,Vintl/Vandoies,2,900.0,4.2,Summer route in Vintl/Vandoies.,,template,,,False,False
smgpoia50428c5097db383f2fc4cedb7d058a2,Nature & Adventure path in Marling,skiing,Marling/Marlengo,2,900.0,4.2,Skiing route in Marling/Marlengo.,"nature & adventure path, marling, nature & adventure",template,,,False,False
smgpoia07503ee82cc4265eab77c748b3c8274,Eidechsspitze peak: A Summit Adventure with Panoramic Views,cycling,Terenten/Terento,2,900.0,4.2,Cycling route in Terenten/Terento.,"eidechsspitze peak, a summit adventure, panoramic views",template,,,False,False
smgpoi6cfb34427f73517fed0c7be4ac5b44f6,Mountain Einachtspitze,cycling,Ratschings/Racines,2,900.0,4.2,Cycling route in Ratschings/Racines.,mountain einachtspitze,template,,,False,False
smgpoi7d7b22dcba2e35e1172ec0085fdb0016,Einachtspitze peak,hiking,Unknown,2,900.0,4.2,Hiking route in Unknown.,einachtspitze peak,template,,,False,False
smgpoi99668e6f90d785c13fda8b934adaa172_reduced,An afternoon excursion to Prenn to the Prennanger Mountain Lodge,family,Schenna/Scena,2,900.0,4.2,Family route in Schenna/Scena.,"prenn, the prennanger mountain lodge, an afternoon excursion, afternoon",template,,family,False,True
smgpoic4b4f49542a24fdcc9c3cc300087eeb5_reduced,"Entrance to the ""Hufeisentour""",hiking,Sarntal/Sarentino,2,900.0,4.2,Hiking route in Sarntal/Sarentino.,"entrance, hufeisentour",template,,,False,False
smgpoibcc410d6ad214173cc4baac3bd149333_reduced,Eisacktal Valley Wine and Apple Trail,family,Brixen/Bressanone,2,900.0,4.2,Family route in Brixen/Bressanone.,"eisacktal valley wine, apple trail",template,,family,False,True
smgpoi75ce37afed3f2f54dcf69d46dafb3db7,Iron fountain,cycling,Villnöss/Funes,2,900.0,4.2,Cycling route in Villnöss/Funes.,iron fountain,template,,,False,False
smgpoi7a030a1f1d637399a303f5cd7d02de1c,Ice holes an eerie holes in Mühlen,cycling,Sand in Taufers/Campo Tures,2,900.0,4.2,Cycling route in Sand in Taufers/Campo Tures.,"mühlen, ice, an eerie holes",template,,,False,False
smgpoi81309234f3e599007670ba0215678b26,Ice age,cycling,Sand in Taufers/Campo Tures,2,900.0,4.2,Cycling route in Sand in Taufers/Campo Tures.,,template,,,False,False
smgpoi2c912a7059f905f4dc51d6570c6f3fcc_reduced,Elfer peak,hiking,Mals/Malles,2,900.0,4.2,Hiking route in Mals/Malles.,elfer peak,template,,,False,False
smgpoiaa5fcb99d2fa63df051a0a6011a55d23_reduced,Trail Elfer peak,hiking,Mals/Malles,2,900.0,4.2,Hiking route in Mals/Malles.,"trail elfer peak, trail elfer",template,,,False,False
smgpoif536b6b4d00954e8bdb0e4b8df8497a2,Elisabeth circular Trail - On the Alpine Hiking Trail Waterfall to the Nasereit Hut,cycling,Partschins/Parcines,2,900.0,4.2,Cycling route in Partschins/Parcines.,"the nasereit hut, the alpine hiking trail waterfall, elisabeth, trail",template,,,False,False
smgpoi2fbf7950f40b4203a00649d8187d75ff_reduced,Elven Trail,hiking,Graun im Vinschgau/Curon Venosta,2,900.0,4.2,Hiking route in Graun im Vinschgau/Curon Venosta.,elven trail,template,,,False,False
smgpoifa49d77ce8d70d99b176803ae5f2a00d,eMTB-tour  Gsiesertal/Val Casies valley (046),cycling,Toblach/Dobbiaco,2,900.0,4.2,Cycling route in Toblach/Dobbiaco.,"emtb-tour  gsiesertal/val casies valley, gsiesertal/val casies, 046",template,,,False,False
smgpoi20944062ea08562109413af6bc07b18a,eMTB -Tour Marchkinkele/Cornetto di Confine (042),cycling,Toblach/Dobbiaco,2,900.0,4.2,Cycling route in Toblach/Dobbiaco.,042,template,,,False,False
smgpoi8aeb7e520c4d582e50e875b4d2110215_reduced,Endkopf (Jaggl) peak,hiking,Graun im Vinschgau/Curon Venosta,2,900.0,4.2,Hiking route in Graun im Vinschgau/Curon Venosta.,endkopf (jaggl) peak,template,,,False,False
smgpoi412771633eecda222b15592e66f62446,Discover the Altfasstal on two wheels,skiing,Mühlbach/Rio di Pusteria,2,900.0,4.2,Skiing route in Mühlbach/Rio di Pusteria.,"the altfasstal, two wheels, two",template,,,False,False
smgpoi6ea83310a295b8d790a121a4304eb011_reduced,Cycling Delight in the South Tyrolean Unterland,family,Auer/Ora,2,900.0,4.2,Family route in Auer/Ora.,"the south tyrolean unterland, cycling delight",template,,family,False,True
smgpoi21cef94c1e9bbf258acd8ba59c2ecea5,Enzenberg (descent to valley),hiking,Unknown,2,900.0,4.2,Hiking route in Unknown.,"enzenberg, descent, valley",template,,,False,False
smgpoiff6ff601cd97ea6e60e9561eb83541ac,Enzian,running,Ratschings/Racines,2,900.0,4.2,Running route in Ratschings/Racines.,,template,,,False,False
smgpoif836cc7c8683247ef04f00f7c78c2fad_reduced,Mountain hut Enzianhütte/Rifugio Genziana>Yoke Schlüsseljoch/Passa della Chiave,cycling,Brenner/Brennero,2,900.0,4.2,Cycling route in Brenner/Brennero.,"mountain hut, enzianhütte/rifugio genziana, yoke schlüsseljoch/passa, della chiave, passa",template,,,False,False
smgpoi2a6c0ac298ac35d3899a2bb7f5afb07b_reduced,Eppan Manor Houses,hiking,Eppan an der Weinstaße/Appiano sulla Strada del Vino,2,900.0,4.2,Hiking route in Eppan an der Weinstaße/Appiano sulla Strada del Vino.,"eppan manor houses, eppan manor",template,,,False,False
smgpoi31239422f6590b3a4c962be36cea4e3f_reduced,Eppan High Mountain Trail,hiking,Eppan an der Weinstaße/Appiano sulla Strada del Vino,2,900.0,4.2,Hiking route in Eppan an der Weinstaße/Appiano sulla Strada del Vino.,eppan high mountain trail,template,,,False,False
smgpoiabe9c3e7330348a1ef43e27e2323d12b,Era Sot,hiking,Unknown,2,900.0,4.2,Hiking route in Unknown. Rental equipment available.,,template,,rental,False,True
smgpoiece07e81679df2c78c974b830aa2ff92,Era Sot,running,Unknown,2,900.0,4.2,Running route in Unknown.,,template,,,False,False
smgpoi3f967375796558e459136dd5565bbbe4,Earth Pyramids,cycling,Rasen-Antholz/Rasun Anterselva,2,900.0,4.2,Cycling route in Rasen-Antholz/Rasun Anterselva.,earth pyramids,template,,,False,False
smgpoifeaf7da256ad937401986ca9675e3af5_reduced,"The ""Lahne"" Recreational Trail (Element paths)",summer,Gais,2,900.0,4.2,Summer route in Gais.,"the ""lahne"" recreational trail (element",template,,,False,False
smgpoi68bdbb8c9da217fead685bc468deb994,"Runs down ""Erlebnis",hiking,Graun im Vinschgau/Curon Venosta,2,900.0,4.2,Hiking route in Graun im Vinschgau/Curon Venosta.,erlebnis,template,,,False,False
